Visibility,Traits ID,Genus,Species,Invasive To Political Region1,Morphospecies,Contributor,Latitude,Longitude,Caste,N,Head width across eyes (mm),Head length (mm),Clypeus length (mm),Mandible length (mm),Hind femur length (mm),Scape length (mm),Weber's length (mm),Pronotum width (mm),Inter-ocular width (mm),Max eye width (mm),Whole body length (mm),Sculpturing,Pilosity (#),Number of Spines (#),Dominant colour head (Fig. 16),Dominant colour mesosoma (Fig. 16),Dominant colour gaster (Fig. 16),Polymorphism,Queen number,Worker number (#),Colony type,Colony founding,Nest Site,Activity,Diet,Notes,Political Region1,Continent,username,Date Of Upload,Batch,Batch Name
Public,Gómez_noyearb_traits_16,Lasius,lasioides,Native*,FALSE,"Gómez, Crisanto",,,Worker,1,0.893,0.846,0.141,0.329,0.799,0.846,0.987,0.564,0.611,0.141,2.961,1,5,0,22,22,22,Monomorphic (1),Monogyny (1),,Monodomous (1),,Epigaeic (2),Diurnal (1),Sugar feeder + generalist (4),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_17,Camponotus,ligniperdus,Native*,FALSE,"Gómez, Crisanto",,,Major,1,,3.4,,,,,,,,,,,,,,,,Dimorphic (2),Monogyny (1),,Monodomous (1),,Epigaeic (2),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_18,Camponotus,ligniperdus,Native*,FALSE,"Gómez, Crisanto",,,Major,1,,3.5,,,,,,,,,,,,,,,,Dimorphic (2),Monogyny (1),,Monodomous (1),,Epigaeic (2),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_19,Camponotus,ligniperdus,Native*,FALSE,"Gómez, Crisanto",,,Major,1,,3.6,,,,,,,,,,,,,,,,Dimorphic (2),Monogyny (1),,Monodomous (1),,Epigaeic (2),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_20,Camponotus,ligniperdus,Native*,FALSE,"Gómez, Crisanto",,,Major,1,,3.4,,,,,,,,,,,,,,,,Dimorphic (2),Monogyny (1),,Monodomous (1),,Epigaeic (2),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_21,Camponotus,ligniperdus,Native*,FALSE,"Gómez, Crisanto",,,Minor,1,2,2.1,0.4,0.8,2.7,2.2,3,1.5,1.3,0.35,12,1,16,0,1,10,1,Dimorphic (2),Monogyny (1),,Monodomous (1),,Epigaeic (2),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_22,Camponotus,ligniperdus,Native*,FALSE,"Gómez, Crisanto",,,Minor,1,1.9,2,0.4,0.8,2.9,2.1,3,1.6,1.3,0.35,12.2,1,12,0,1,10,1,Dimorphic (2),Monogyny (1),,Monodomous (1),,Epigaeic (2),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_23,Camponotus,ligniperdus,Native*,FALSE,"Gómez, Crisanto",,,Minor,1,2,2.2,0.4,0.8,2.8,2.2,3,1.5,1.3,0.35,11.5,1,12,0,1,10,1,Dimorphic (2),Monogyny (1),,Monodomous (1),,Epigaeic (2),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_24,Tapinoma,madeirense,Native*,FALSE,"Gómez, Crisanto",,,Worker,1,,0.78,,,,,,,,,,1,,0,24,24,23,Polymorphic (3),Polygyny (2),,Polydomous (2),,Epigaeic (2),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_25,Tapinoma,madeirense,Native*,FALSE,"Gómez, Crisanto",,,Worker,1,,0.84,,,,,,,,,,1,,0,24,24,23,Polymorphic (3),Polygyny (2),,Polydomous (2),,Epigaeic (2),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_26,Tapinoma,madeirense,Native*,FALSE,"Gómez, Crisanto",,,Worker,1,,0.66,,,,,,,,,,1,,0,24,24,23,Polymorphic (3),Polygyny (2),,Polydomous (2),,Epigaeic (2),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_27,Camponotus,pilicornis,Native*,FALSE,"Gómez, Crisanto",,,Major,1,,3.055,,,,,,,,,,,,,,,,Dimorphic (2),Monogyny (1),,Monodomous (1),,Epigaeic (2),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_28,Camponotus,pilicornis,Native*,FALSE,"Gómez, Crisanto",,,Major,1,,2.914,,,,,,,,,,,,,,,,Dimorphic (2),Monogyny (1),,Monodomous (1),,Epigaeic (2),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_29,Temnothorax,rabaudi,Native*,FALSE,"Gómez, Crisanto",,,Worker,1,0.51,0.54,0.09,0.18,0.39,0.42,0.57,0.3,0.42,0.09,2.1,2,10,2,21,20,21,Monomorphic (1),Monogyny (1),,Monodomous (1),,Aboreal (5),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_30,Polyergus,rufescens,Native*,FALSE,"Gómez, Crisanto",,,Worker,1,1.457,1.551,0.282,0.752,1.645,1.128,2.303,0.94,1.081,0.329,6.298,1,4,0,22,22,22,Monomorphic (1),Monogyny (1),,Monodomous (1),,Epigaeic (2),Diurnal (1),Specialist predator (6),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_31,Polyergus,rufescens,Native*,FALSE,"Gómez, Crisanto",,,Worker,1,1.598,1.645,0.282,0.799,1.739,1.175,2.35,1.081,1.175,0.329,6.251,1,12,0,22,22,22,Monomorphic (1),Monogyny (1),,Monodomous (1),,Epigaeic (2),Diurnal (1),Specialist predator (6),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_32,Camponotus,truncatus,Unknown,FALSE,"Gómez, Crisanto",,,Major,1,,2.444,,,,,,,,,,,,,,,,Dimorphic (2),Monogyny (1),,Monodomous (1),,Aboreal (5),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_33,Camponotus,truncatus,Unknown,FALSE,"Gómez, Crisanto",,,Major,1,,2.538,,,,,,,,,,,,,,,,Dimorphic (2),Monogyny (1),,Monodomous (1),,Aboreal (5),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_34,Camponotus,truncatus,Unknown,FALSE,"Gómez, Crisanto",,,Major,1,,2.538,,,,,,,,,,,,,,,,Dimorphic (2),Monogyny (1),,Monodomous (1),,Aboreal (5),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_35,Camponotus,truncatus,Unknown,FALSE,"Gómez, Crisanto",,,Major,1,,2.632,,,,,,,,,,,,,,,,Dimorphic (2),Monogyny (1),,Monodomous (1),,Aboreal (5),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_36,Camponotus,truncatus,Unknown,FALSE,"Gómez, Crisanto",,,Minor,1,1.034,1.316,0.235,0.329,1.034,0.799,1.504,0.752,0.705,0.235,4.7,1,0,0,22,22,1,Dimorphic (2),Monogyny (1),,Monodomous (1),,Aboreal (5),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Gómez_noyearb_traits_37,Camponotus,truncatus,Unknown,FALSE,"Gómez, Crisanto",,,Minor,1,1.034,1.316,0.235,0.329,1.081,0.799,1.504,0.752,0.705,0.235,4.606,1,0,0,22,22,1,Dimorphic (2),Monogyny (1),,Monodomous (1),,Aboreal (5),Diurnal (1),Generalist (2),,,,bgrossman,23.02.17,141,Traits_4_February_2017
Public,Staab_etal_2014_22_traits_0,Aenictus,bobaiensis,Native*,FALSE,"Staab, Michael",29.27698,118.09066,Worker,1,0.836,0.9025,,0.475,1.305,0.817,1.444,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_22_traits_1,Aenictus,bobaiensis,Native*,FALSE,"Staab, Michael",29.27698,118.09066,Worker,1,0.76,0.874,,0.494,1.215,0.855,1.292,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_22_traits_2,Aenictus,bobaiensis,Native*,FALSE,"Staab, Michael",29.27698,118.09066,Worker,1,0.76,0.798,,0.456,1.23,0.874,1.254,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_23_traits_0,Aenictus,bobaiensis,Native*,FALSE,"Staab, Michael",29.2145,118.13723,Worker,1,0.798,0.798,,0.475,1.26,0.874,1.482,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_05_traits_0,Aenictus,bobaiensis,Native*,FALSE,"Staab, Michael",29.24687,118.1122,Worker,1,0.8075,0.798,,0.456,1.32,0.874,1.292,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_05_traits_1,Aenictus,bobaiensis,Native*,FALSE,"Staab, Michael",29.24687,118.1122,Worker,1,0.8075,0.817,,0.5035,1.29,0.931,1.482,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_08_traits_0,Aenictus,bobaiensis,Native*,FALSE,"Staab, Michael",29.24106,118.11019,Worker,1,0.8075,0.855,,0.475,1.26,0.8645,1.33,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_26_traits_0,Aenictus,gutianshanensis,Native*,FALSE,"Staab, Michael",29.21489,118.12155,Worker,1,0.63,0.68,,,,0.7,1.17,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_26_traits_1,Aenictus,gutianshanensis,Native*,FALSE,"Staab, Michael",29.21489,118.12155,Worker,1,0.6,0.69,,,,0.68,1.17,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_26_traits_2,Aenictus,gutianshanensis,Native*,FALSE,"Staab, Michael",29.21489,118.12155,Worker,1,0.65,0.75,,,,0.7,1.25,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_26_traits_3,Aenictus,gutianshanensis,Native*,FALSE,"Staab, Michael",29.21489,118.12155,Worker,1,0.63,0.7,,,,0.65,1.17,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_26_traits_4,Aenictus,gutianshanensis,Native*,FALSE,"Staab, Michael",29.21489,118.12155,Worker,1,0.63,0.69,,,,0.65,1.19,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_26_traits_5,Aenictus,gutianshanensis,Native*,FALSE,"Staab, Michael",29.21489,118.12155,Worker,1,0.65,0.75,,,,0.7,1.22,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_13_traits_0,Aenictus,hodgsoni,Native*,FALSE,"Staab, Michael",29.2463,118.11621,Worker,1,0.7125,0.7695,,0.38,0.9204,0.589,1.155,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_13_traits_1,Aenictus,hodgsoni,Native*,FALSE,"Staab, Michael",29.2463,118.11621,Worker,1,0.7125,0.779,,0.3895,0.9912,0.627,1.155,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_22_traits_3,Aenictus,hodgsoni,Native*,FALSE,"Staab, Michael",29.27698,118.09066,Worker,1,0.6935,0.76,,0.38,0.8968,0.57,1.125,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_22_traits_4,Aenictus,hodgsoni,Native*,FALSE,"Staab, Michael",29.27698,118.09066,Worker,1,0.703,0.7885,,0.4275,0.9558,0.5605,1.14,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_24_traits_0,Aenictus,hodgsoni,Native*,FALSE,"Staab, Michael",29.21483,118.13469,Worker,1,0.6745,0.779,,0.3705,0.8968,0.589,1.11,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_24_traits_1,Aenictus,hodgsoni,Native*,FALSE,"Staab, Michael",29.21483,118.13469,Worker,1,0.627,0.722,,0.3895,0.8968,0.57,1.05,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_08_traits_1,Aenictus,hodgsoni,Native*,FALSE,"Staab, Michael",29.24106,118.11019,Worker,1,0.6745,0.7505,,0.399,0.944,0.608,1.14,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_traits_0,Aenictus,hoelldobleri,Native*,FALSE,"Staab, Michael",29.0775,117.9222222,Worker,1,0.5415,0.608,,0.3135,0.684,0.4465,0.9025,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",,,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_traits_1,Aenictus,hoelldobleri,Native*,FALSE,"Staab, Michael",29.0775,117.9222222,Worker,1,0.513,0.5795,,0.3135,0.6365,0.4085,0.8455,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",,,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_traits_2,Aenictus,hoelldobleri,Native*,FALSE,"Staab, Michael",29.0775,117.9222222,Worker,1,0.532,0.6175,,0.323,0.6365,0.4275,0.855,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",,,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_traits_3,Aenictus,hoelldobleri,Native*,FALSE,"Staab, Michael",29.0775,117.9222222,Worker,1,0.5035,0.589,,0.285,0.608,0.418,0.9025,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",,,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_traits_4,Aenictus,hoelldobleri,Native*,FALSE,"Staab, Michael",29.0775,117.9222222,Worker,1,0.532,0.5985,,0.323,0.6745,0.4275,0.9025,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",,,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_06_traits_0,Aenictus,wudangshanensis,Native*,FALSE,"Staab, Michael",29.25497,118.14747,Worker,1,0.5605,0.6175,,0.304,0.6745,0.4655,0.9025,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_06_traits_1,Aenictus,wudangshanensis,Native*,FALSE,"Staab, Michael",29.25497,118.14747,Worker,1,0.551,0.6175,,0.3135,0.684,0.4465,0.912,,,0,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_23_traits_1,Anochetus,risii,Native*,FALSE,"Staab, Michael",29.2145,118.13723,Worker,1,1.0148,1.1682,,0.944,1.729,1.52,2.22,,,0.2375,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_23_traits_2,Anochetus,risii,Native*,FALSE,"Staab, Michael",29.2145,118.13723,Worker,1,1.0856,1.1446,,0.8645,1.729,1.485,2.25,,,0.2755,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_24_traits_2,Anochetus,risii,Native*,FALSE,"Staab, Michael",29.21483,118.13469,Worker,1,1.29,1.44,,1.08,1.44,1.41,2.13,,,0.2185,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_26_traits_6,Anochetus,risii,Native*,FALSE,"Staab, Michael",29.21489,118.12155,Worker,1,1.0148,1.18,,0.944,1.455,1.52,2.25,,,0.228,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_26_traits_7,Anochetus,risii,Native*,FALSE,"Staab, Michael",29.21489,118.12155,Worker,1,1.185,1.35,,1.05,1.395,1.29,1.95,,,0.2375,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_08_traits_2,Anochetus,risii,Native*,FALSE,"Staab, Michael",29.24106,118.11019,Worker,1,0.9405,1.0974,,0.8645,1.26,1.425,2.01,,,0.228,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_09_traits_0,Anochetus,risii,Native*,FALSE,"Staab, Michael",29.24106,118.11019,Worker,1,1.32,1.425,,1.185,1.558,1.395,2.22,,,0.247,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_13_traits_2,Aphaenogaster,sp.1,Native*,TRUE,"Staab, Michael",29.2463,118.11621,Worker,1,0.9912,1.501,,0.779,2.52,1.98,2.25,,,0.266,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_15_traits_0,Aphaenogaster,sp.1,Native*,TRUE,"Staab, Michael",29.24917,118.13106,Worker,1,1.121,1.539,,0.8455,2.61,2.01,2.55,,,0.2945,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_04_traits_0,Aphaenogaster,sp.1,Native*,TRUE,"Staab, Michael",29.24963,118.12015,Worker,1,0.9676,1.2,,0.7315,2.49,1.71,2.19,,,0.2565,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_05_traits_2,Aphaenogaster,sp.1,Native*,TRUE,"Staab, Michael",29.24687,118.1122,Worker,1,1.185,1.395,,0.874,3.04,2.13,2.64,,,0.304,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_05_traits_3,Aphaenogaster,sp.1,Native*,TRUE,"Staab, Michael",29.24687,118.1122,Worker,1,0.9912,1.52,,0.76,2.46,1.92,2.34,,,0.2565,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_05_traits_4,Aphaenogaster,sp.1,Native*,TRUE,"Staab, Michael",29.24687,118.1122,Worker,1,1.062,1.539,,0.8075,2.67,1.95,2.49,,,0.2945,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_25_traits_0,Aphaenogaster,sp.2,Native*,TRUE,"Staab, Michael",29.21713,118.13155,Worker,1,0.81,1.2,,0.627,2.07,1.539,1.881,,,0.2185,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_27_traits_0,Aphaenogaster,sp.2,Native*,TRUE,"Staab, Michael",29.24709,118.13605,Worker,1,0.855,1.17,,0.5985,1.71,1.425,1.786,,,0.19,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_27_traits_1,Aphaenogaster,sp.2,Native*,TRUE,"Staab, Michael",29.24709,118.13605,Worker,1,0.874,1.062,,0.513,1.843,1.425,1.824,,,0.209,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_27_traits_2,Aphaenogaster,sp.2,Native*,TRUE,"Staab, Michael",29.24709,118.13605,Worker,1,0.8075,0.944,,0.57,1.29,1.26,1.596,,,0.19,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_07_traits_0,Aphaenogaster,sp.2,Native*,TRUE,"Staab, Michael",29.25184,118.14373,Worker,1,0.874,0.9794,,0.57,1.862,1.47,1.805,,,0.209,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_07_traits_1,Aphaenogaster,sp.2,Native*,TRUE,"Staab, Michael",29.25184,118.14373,Worker,1,0.78,1.095,,0.57,1.615,1.368,1.672,,,0.19,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_08_traits_3,Aphaenogaster,sp.2,Native*,TRUE,"Staab, Michael",29.24106,118.11019,Worker,1,0.75,1.125,,0.589,1.95,1.52,1.748,,,0.1995,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_01_traits_0,Aphaenogaster,sp.3,Native*,TRUE,"Staab, Michael",29.23957,118.11587,Worker,1,1.32,1.425,,0.817,2.55,1.9,2.61,,,0.285,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_19_traits_0,Aphaenogaster,sp.3,Native*,TRUE,"Staab, Michael",29.28045,118.08389,Worker,1,1.365,1.691,,0.8075,2.52,1.824,2.55,,,0.3135,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_02_traits_0,Aphaenogaster,sp.3,Native*,TRUE,"Staab, Michael",29.24926,118.13484,Worker,1,1.35,1.501,,0.912,2.61,1.9,2.55,,,0.2945,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_20_traits_0,Aphaenogaster,sp.3,Native*,TRUE,"Staab, Michael",29.28139,118.08803,Worker,1,1.305,1.691,,0.931,2.43,1.881,2.55,,,0.285,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_20_traits_1,Aphaenogaster,sp.3,Native*,TRUE,"Staab, Michael",29.28139,118.08803,Worker,1,1.41,1.35,,0.95,2.85,1.98,2.7,,,0.342,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_23_traits_3,Aphaenogaster,sp.3,Native*,TRUE,"Staab, Michael",29.2145,118.13723,Worker,1,1.35,1.634,,0.9405,2.7,2.1,2.7,,,0.2945,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_03_traits_0,Aphaenogaster,sp.3,Native*,TRUE,"Staab, Michael",29.23885,118.12402,Worker,1,1.32,1.444,,0.95,2.55,2.07,2.58,,,0.3135,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_12_traits_0,Brachyponera,chinensis,Native*,FALSE,"Staab, Michael",29.24939,118.1219,Worker,1,0.779,0.874,,0.494,0.9558,0.8455,1.335,,,0.133,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
Public,Staab_etal_2014_15_traits_1,Brachyponera,chinensis,Native*,FALSE,"Staab, Michael",29.24917,118.13106,Worker,1,0.798,0.9025,,0.494,0.9794,0.855,1.275,,,0.1235,,,,,,,,,,,,,,,,"traits are not analyzed in the paper, head width is meassured ABOVE the eyes",China,Asia,Michael Staab,05.09.17,164,Staab_China_pitfalls
